"NOGA";"Canton";"1995 Q3";"1995 Q4";"1996 Q1";"1996 Q2";"1996 Q3";"1996 Q4";"1997 Q1";"1997 Q2";"1997 Q3";"1997 Q4";"1998 Q1";"1998 Q2";"1998 Q3";"1998 Q4";"1999 Q1";"1999 Q2";"1999 Q3";"1999 Q4";"2000 Q1";"2000 Q2";"2000 Q3";"2000 Q4";"2001 Q1";"2001 Q2";"2001 Q3";"2001 Q4";"2002 Q1";"2002 Q2";"2002 Q3";"2002 Q4";"2003 Q1";"2003 Q2";"2003 Q3";"2003 Q4";"2004 Q1";"2004 Q2";"2004 Q3";"2004 Q4";"2005 Q1";"2005 Q2";"2005 Q3";"2005 Q4";"2006 Q1";"2006 Q2";"2006 Q3";"2006 Q4";"2007 Q1";"2007 Q2";"2007 Q3";"2007 Q4";"2008 Q1";"2008 Q2";"2008 Q3";"2008 Q4";"2009 Q1";"2009 Q2";"2009 Q3";"2009 Q4";"2010 Q1";"2010 Q2";"2010 Q3";"2010 Q4";"2011 Q1";"2011 Q2";"2011 Q3";"2011 Q4";"2012 Q1";"2012 Q2";"2012 Q3";"2012 Q4";"2013 Q1";"2013 Q2";"2013 Q3";"2013 Q4";"2014 Q1";"2014 Q2";"2014 Q3";"2014 Q4";"2015 Q1";"2015 Q2";"2015 Q3";"2015 Q4";"2016 Q1";"2016 Q2";"2016 Q3";"2016 Q4";"2017 Q1";"2017 Q2";"2017 Q3";"2017 Q4";"2018 Q1";"2018 Q2";"2018 Q3";"2018 Q4";"2019 Q1";"2019 Q2";"2019 Q3";"2019 Q4";"2020 Q1";"2020 Q2";"2020 Q3";"2020 Q4";"2021 Q1";"2021 Q2";"2021 Q3"
"60";"SH";10.3141895836983;10.377776211662;10.3457067721092;10.5112824783058;10.4868013952296;10.632122723504;10.7297916198711;10.7259104827491;11.1151015158227;10.8864692353467;11.0690277094199;11.1739511172963;11.2497463291255;11.140815747189;11.1935365355385;11.2697545199466;11.3483149635091;11.3951622590316;11.4029500044281;11.4934867139064;11.568504143139;11.649508770874;11.7333688331735;11.741739545385;11.8922553163849;12.0112947575466;12.1937120528944;12.3757530863923;12.5313708044314;12.6953991687102;12.9443241556139;13.0269239638134;13.2024348042174;13.3795035798739;13.5164856286182;13.6265612433963;13.8223783026437;14.0636079910375;14.3425632174259;14.4464950472329;14.7476349832936;15.0583929557919;15.7073965911715;16.0634061296058;16.631256243021;16.9852195813179;17.6990923322547;18.0941628840535;18.5498051030026;18.912046206844;19.482179468413;20.0000073001442;20.5872858806903;20.83887283237;20.8457517640925;20.7331512253921;20.5402949189521;20.2592485549696;20.1033033230258;19.9839999369002;19.8617648695558;19.6796242774848;19.2399295112034;19.1792559184805;19.1691287881266;19.1;19.1917874275265;19.4500521908396;19.8959468192514;19.9999999999999;19.8491171087931;19.7350632014386;19.322996139875;19.3999999999998;20.6215970277257;21.6609522205036;22.6510462515738;23.1999999999998;23.1662820601676;22.4479525270552;22.0561367788304;21.8;21.9940134372655;22.5044331257378;23.1157013677485;23.7;24.4987989946052;25.1212642085608;25.8012211216274;26.2000000000003;25.8673919327102;25.0113804336654;24.3262597742041;23.4999999999998;23.563525338229;23.6129176301795;23.8684121510206;23.8999999999998;24.4560266627413;24.0845381331873;24.041921483693;24.1337885064236;23.4510175158229;23.3584469163318;23.5818827932794
"61";"SH";50.4761904761905;52.7232142856563;53.3340901366049;57.380811225317;59.9039522285419;61.7113095237601;63.8647779470821;66.3255569302404;68.4632647832728;70.699404761865;73.2611918312925;75.6170174577907;78.0464243380661;79.6874999999721;81.6088428525187;83.547270240094;85.7483063608569;88.6755952380766;90.68332545588;93.0845400339025;93.7920730918573;97.6636904761819;98.4681459962974;97.881561538681;97.9450520445485;98.6086309523816;94.8590217855102;90.1312713244509;83.6766936951504;75.4241071428567;68.7262204498965;62.881654286851;58.7830158277033;52.239583333333;47.2528947842135;40.0315811396537;33.8474769787419;29.0550595238081;21.9651332577013;16.5319604448767;14.6688810693757;11.1538461538482;9.0937168342351;8.50162665264806;9.0144330698368;9.10256410256539;8.83684328661442;8.14807634940721;8.38619561976948;7.05128205128018;6.1945530662033;5.17137278557097;4.67900764035753;5.00000000000091;6.53283365990076;8.83370808999609;12.7407674890493;15.5891086607013;19.1661861829923;23.1625680308304;28.7710660431485;33.6913534640176;37.9587106254644;42.0796367187202;44.5874189058686;46.4000000000037;47.1251310539061;49.2365014855155;50.8557281854858;48.1999999999981;46.4957003609555;42.9903071745313;42.6345959495896;39.899999999998;43.2508686943496;44.9624363670783;48.017437130455;50.0000000000015;55.0171111700806;53.4385176357897;50.8745240029735;49.5999999999969;50.97548043129;52.6961441414714;54.271708476339;54.6000000000025;53.0720153965617;52.7448392942275;52.7993375824591;53.0999999999967;55.3745547313468;57.7751058289663;63.0733462525931;66.2000000000024;70.9426370976761;69.4605372885706;68.425141767497;68.1999999999988;65.6328551610465;64.4962271639647;64.5766599004331;64.292825147703;63.7429436512695;65.357269919749;64.2809664750186
"62";"SH";278.035058179562;290.625551055489;299.117518030393;313.734386636336;327.990138384185;340.987522559261;351.815076829533;358.60776740928;377.833081830043;391.349494063032;403.611410610496;415.530794946861;428.269435144213;441.711465566804;446.893353596221;471.231144624278;485.779320779923;492.073437070581;512.874129991045;520.200530625949;544.084639646671;542.435408574365;576.335146144982;586.801572971312;587.931770941305;568.504404955662;554.56114555688;539.387542664484;538.486358721733;521.694475969559;509.422749056607;503.068496668114;479.958338176023;474.884546983469;467.083063306498;457.194418950226;456.403371294215;428.074617997393;417.105003638577;415.835862790731;410.489608674072;394.792242964784;402.630583053857;402.93233938486;399.393703493368;402.092529792612;395.115953820102;405.911334695597;407.241297255331;409.39281662042;413.681847728823;419.687377239913;421.114440326963;416.693103448241;435.083772096077;450.353773371036;478.789703420309;489.506959249166;519.55240192234;541.391669048913;581.272301909491;608.336558479477;633.625080570678;654.160429179764;674.230811345406;679.199999999986;663.739812323852;643.5699673878;662.560263365023;671.099999999951;675.281266226905;674.80428264369;672.347307012862;676.399999999963;693.927878460662;705.062539630365;703.856218141789;692.599999999994;687.70746072851;688.420501421661;682.623003350088;682.49999999999;692.592442686681;680.859585532993;664.634837970249;675.00000000001;655.38311965669;658.359592206381;673.872958654198;700.099999999971;708.490852162069;710.783431352175;694.338683059975;712.399999999989;696.254670721608;676.582148053672;699.674333324208;688.099999999952;703.274531954891;699.422561098209;709.006687163073;719.107663335942;720.198865633826;718.25583016958;730.42955580534
"63";"SH";13.0351926977688;13.3383367139959;13.6023334867131;14.0003889549794;14.3095771528955;14.5509127789046;14.7363966578695;14.7729908555016;15.3966666490474;15.763488843813;16.0537127074954;16.3228719507726;16.6319561622259;16.9760649087213;16.9364754804604;17.7721530124746;18.1670469943883;18.1886409736299;18.8711636251675;18.9343061570528;19.7458463230847;19.4012170385391;20.7088713182657;21.014125938845;21.0032830892197;20.2159165821494;19.8856281960481;19.6344842912939;20.0961653333972;19.8369865618656;19.7498559384918;19.8973436765737;19.2657507035513;19.4580565415822;19.5305733323337;19.5253512168388;19.9396712126728;19.0791265212971;18.9528646283987;19.1599872849384;19.0115044048612;18.1420034326726;17.9852855067805;17.2650214151163;16.2609602280793;15.5303011390223;14.44572817058;14.2144821332105;13.5604766594912;12.9185988453742;12.3155115839612;11.7852513452008;11.105114610316;10.3068965517235;10.8303954467059;11.3300935356742;12.4254006319087;12.6089116068276;13.4674619271296;13.8482949992094;15.0372073331953;15.715540397819;16.4707784373425;17.0319140160764;17.4349262378706;16.7999999999986;14.5763328823288;11.9147540720336;11.1822517894234;10.4999999999992;10.6101764122294;10.9749846421945;11.2815123475472;11.4999999999999;11.4826512272478;10.7512413929894;9.40170560993891;7.89999999999956;7.40378497556993;7.56844455385662;7.59250481120926;7.79999999999865;8.14825422370888;7.43511065639199;6.69105002733411;7.59999999999832;7.93029162973129;9.84092015228377;12.7329325034446;16.4499999999974;19.6725379859714;22.4634887476148;23.7412067095543;25.3000000000001;23.1511518937372;19.5944789455216;17.4222021154575;13.6999999999996;14.0021233654737;13.9254310231738;14.1162499842094;14.3173593775655;14.3390851027232;14.3003994671177;14.5427770884081
"64";"SH";730.57606405394;728.156500210704;731.780609987549;732.699663149139;716.005992142491;718.478244837758;717.410220027785;712.311647955222;705.636192497013;708.799989464813;705.12392705121;710.509200434103;711.197905368771;699.121734091867;703.860577952817;704.069102168096;694.101714425833;689.443478718921;683.455735349679;675.990158965936;678.51411694465;679.765223345975;667.65199943801;672.839008793375;676.409898357058;669.763037294565;670.649155078602;674.83698445537;678.653016054266;658.789059207753;656.207330039054;650.654358444295;656.880211487274;647.815081120944;641.847761464321;635.525390539291;637.198387333992;636.841103034133;635.00503567173;621.381688886001;631.575357012201;638.179033356025;636.672599308123;648.917001336125;665.971951211222;676.452688904016;698.090416953788;700.498632929566;711.5730972608;714.726344452008;725.589725725128;735.454926473599;749.133101409546;752.999999999999;758.499981035438;740.306097529864;740.922153300978;730.22439556376;717.256271901666;704.344719814656;700.755448127132;688.695696132183;676.632560816837;665.319961734898;662.143589817224;653.599999999999;647.636963031869;657.510644326148;668.329050446705;667.199999999999;662.570971481262;656.581992845963;663.393210933798;659.600000000001;680.754080254855;700.826593520365;728.590999685197;744.699999999999;744.048354626347;733.494986331895;722.326803535528;689.500000000001;685.574649454104;677.906219206287;671.476131180327;657.200000000001;654.237092383793;649.483343187043;651.131089689331;642.5;642.873328646102;642.72517228093;650.036273981149;648.700000000001;650.645365841542;652.599690727516;658.271097269192;653.999999999999;655.710407553647;654.837879206759;663.852955483994;660.446000032751;660.372921846297;660.731382950542;665.431696305151
"65";"SH";231.60078023407;227.81252709147;225.702824706262;219.537043979529;220.140966344089;212.659514521034;207.206812796901;202.800220912681;204.379272995025;197.506501950601;192.023799138679;184.127767544212;183.540637428584;182.353489380163;177.324401089751;171.507953776424;172.891107527885;167.200476809751;162.146647639512;159.808647085658;155.420019896609;152.047464239288;143.500545221797;141.535297303455;140.636365646333;138.761459687938;132.531149225796;130.843337829199;131.386108029083;131.076479193779;124.944219694341;128.4812813105;131.408803906553;123.391498699628;124.338587252408;122.094418455029;121.571734170335;115.706518205521;109.551123862961;105.098682698366;112.013499315135;107.408722616826;99.0734177863093;98.5794481946809;98.7774432096723;97.2724817445733;98.6187261778306;89.6439848277549;88.8378566654101;87.1362408722526;84.2716489927687;82.0195506227252;80.7713129552266;77.0000000000037;74.6255873044807;69.176292997469;66.9203948165466;61.304127471086;54.6862504402637;48.6827976132197;44.0022207220932;38.3146600585906;29.6694877635233;25.270095454477;25.954047319546;22.500000000019;22.2374182934216;23.2269232289874;27.4152235934289;27.7000000000035;29.2193066808365;28.5718194794019;30.2016457752857;28.6000000000076;28.7349767686777;26.2924780419843;29.858041900972;30.6000000000424;33.3108798485538;37.6101943139124;44.8119296737744;48.700000000054;45.1958340822464;39.5879337337336;43.8220894755242;46.0000000000746;44.0625018255955;42.6445353250023;42.7553879521215;40.7000000000002;36.893016485986;35.7582798271621;33.8347770684987;34.100000000031;33.7780278397074;35.5384357110245;38.3915466502941;36.399999999993;35.2370899932122;35.9446914656523;36.7846100939578;37.0301152765597;37.253670444631;36.8585701830792;36.8945364719487
"66";"SH";92.1500298864316;92.3175433353284;92.7910184019961;93.0942580149867;93.1880247051928;92.9875971309084;95.2225191606343;94.6053687429835;95.433695545028;93.6576509264916;97.0085481371532;95.2361506483327;94.8276514842904;94.3277047220663;94.8746616198535;94.7044408787249;96.5552024673728;94.9977585176454;95.4475447232905;95.5025011007544;95.8063474342188;95.66781231322;96.0892582334283;102.249161354222;106.00212181342;97.8300582785482;101.255917889848;96.252758380613;98.0706076857743;104.468880753146;99.8366023198421;99.5388863224414;102.39945013148;111.107703227749;113.595395964381;112.960113601871;116.598811269425;117.746525702343;116.85451559067;121.969859028856;125.307630837873;126.900593130728;129.775980680167;133.494958789179;138.825407524575;143.60039542049;144.815139515462;149.912336427077;157.144084988479;160.300197710249;168.355431447863;168.707408739019;173.578403679124;177.000000000004;188.100497526095;196.259055493364;202.305082809314;206.040464097882;213.772117015699;224.620682613633;243.078351638087;258.581540537678;272.514606864686;286.767765698978;297.800941682811;303.600000000002;309.943127557452;315.915917203618;322.170792419931;321.900000000002;325.39878103668;324.625217963528;325.79741730338;330.200000000001;327.702563819651;332.004246720229;326.634113167592;323.000000000001;320.267112032704;316.591827817545;318.721840459639;316.600000000006;310.358723390466;308.445750673736;315.084500848123;319.999999999997;329.628370509324;333.561929130323;343.733628226465;344.900000000007;347.594307230455;341.050459388242;335.986538166924;330.8;330.050192442351;327.924951472688;329.533669934226;334.099999999998;336.126590297412;334.42609835451;341.225789697814;346.14515126222;346.690355840968;349.029955030148;356.570054679247
"68";"SH";125.109062980031;134.933851766513;143.137594440012;150.451925342832;163.986458482712;174.233006912443;185.919040643247;195.093197343918;204.159511305333;213.532162058375;224.53980901853;232.433115653585;242.320984770262;252.831317204303;267.180774745178;274.374013057358;286.990867872321;292.130472350226;298.989227327587;309.548423899425;321.862625299345;331.42962749616;342.347487823533;348.54999946401;349.983735585663;346.176939324115;336.952878303858;323.97069629391;309.478021574291;287.268721198159;269.743974379784;254.236400282832;239.949033483305;228.360503072206;212.189611001887;196.287444698394;185.561306582251;169.452284946241;157.968474879055;146.069876990493;134.889952940837;131.865650478549;135.433450690897;142.803020130069;150.025742315641;158.243766985707;163.087819778215;170.268164586223;175.099449590999;184.621883492852;189.53361513578;198.84638525979;210.29215221677;210.999999999986;214.866286224551;213.310535721214;215.735066535569;215.867587808204;213.360190739531;215.936717269074;224.283656668541;230.337883152491;231.57420336757;243.233165966883;249.228887807442;256.499999999998;274.689955402518;277.418041516684;279.854208790049;283.299999999996;282.141320537854;288.741098452227;294.921155422091;297.799999999998;303.102315424303;306.385106605135;305.594959162576;308.099999999979;290.63493054883;288.27176779468;280.382252729145;277.899999999996;279.218174883624;284.813529473572;275.518429302188;275.999999999989;279.883622261677;277.989307946918;290.132175558604;291.700000000001;310.167468284994;314.162167186854;319.492934096391;319.700000000011;318.815230761719;305.643356917724;299.479717057327;300.599999999984;304.689984598225;310.450526285888;316.730939081414;308.374597744371;308.161244348532;312.049254398711;320.118279829357
"69";"SH";267.230250842381;269.322725570947;270.58833849944;275.390269366363;276.97312167332;277.692624485211;278.517927118995;281.439595960322;285.031039265431;286.062523399476;288.256045646058;291.206509763804;292.573235811878;294.43242231374;296.663147854777;297.393322591469;302.121837384907;302.802321228005;307.368217042857;308.865418833303;309.106065599573;311.17222014227;313.325974843647;318.974633360529;315.944377816776;316.456476974916;321.070060340145;320.20229823997;323.48982434734;312.483807562711;313.552691003507;309.915808168998;306.446983304792;308.511138150506;307.156322356427;307.577299769988;306.067934922471;304.538468738301;302.436921150578;307.251383064056;308.439233732095;303.28520001152;309.247312928399;306.50752569967;313.837169928526;310.190133341014;311.609637091477;311.761149175901;317.105176114747;317.095066670506;318.929859880528;325.132316291288;326.461701579673;324;325.636902861948;328.044756612116;331.009437448498;330.979183202586;335.173381512848;339.284574347042;337.671197807825;339.239452862005;338.411108962838;338.98012722856;336.218559839224;335.6;330.582558296925;327.278164810414;320.021346177043;318.200000000001;318.744908401918;324.619364999291;323.819252042617;325.100000000001;324.148189824191;318.575782285649;318.086407201935;321.4;326.714177770119;329.737484225263;336.353047156271;343.2;346.636727874657;355.95121143871;362.006189906354;367.799999999999;373.192269312403;378.445855031803;369.097451405294;372.000000000001;377.835240264871;374.937611703228;378.824030390532;384.100000000001;391.451991141088;381.509755173374;377.394060964774;386.8;385.256593749646;384.708827235473;386.438847328331;382.492513423619;381.322883722514;381.316297351603;378.771213858397
"70";"SH";277.563264445382;272.565768663028;268.355729512744;265.699339195857;259.428034292523;252.575785533547;246.098571395301;242.479923102578;238.968857740024;232.585802404054;227.315719259321;221.436481043714;211.484478640469;212.595819274603;210.111673111157;204.24322181328;200.754468146687;192.60583614511;189.6559686061;183.903527779573;176.724113402931;172.615853015624;168.346720556528;172.030248716277;168.365670223353;161.426942745675;167.953084051625;171.770978149332;185.086974255916;176.641251054431;185.275167592236;185.004084687114;183.990731411228;191.855559363149;194.988198948824;199.96082009419;203.304460632673;207.069867671809;209.030471327838;224.470086740826;235.292244958115;239.751322064688;266.501368996751;279.588738174603;312.089557041619;324.83421470981;346.217614472421;364.733131870716;392.518584318794;409.917107354939;432.025886915477;461.687705145194;482.539578483344;495.000000000016;513.768888623796;538.298604257854;567.784921450758;598.421768264804;643.420097644487;694.780273205234;745.265612799704;781.174567492499;814.320148190101;858.324947655291;897.542592297304;928.400000000014;955.492252041821;971.045637135396;994.622670777445;1008.30000000003;1017.6428987453;1032.40276830526;1046.59340264466;1037.29999999992;1045.77031021677;1046.96716508623;1047.1169856294;1038.6;1013.30689122159;990.536260343423;937.617140428341;911.299999999957;872.246492875407;853.387298395782;834.086315087402;842.199999999985;850.965165641116;883.480341853544;917.841256604657;952.799999999955;996.726109546187;1033.33707658355;1052.63050402506;1052.29999999997;1058.09566371868;1050.04781358863;1033.38279978474;1010.90000000004;1025.83284328641;1023.88800433095;1038.50741907187;1050.39100799188;1039.632597888;1039.85605167749;1072.88469697849
"71";"SH";670.174473571122;669.65593515733;665.144235257663;670.365275488119;669.185801936776;667.581781502167;664.471502313163;666.582136366137;669.785822596052;665.507627847006;664.276744206099;665.448681575647;661.200974687963;663.433474191847;665.736957493476;662.710038352118;666.539985670951;661.359320536689;665.048729851603;663.44735235924;658.562773992547;659.285166881529;657.830804369979;664.885879063007;655.38101518195;655.518263859041;663.377351094066;660.996893174297;668.557840140622;646.67311273456;648.718682119469;641.654142778771;633.638882957673;637.827961610076;635.899535891494;634.773168540467;631.368039106571;628.982810485598;623.917079729335;635.590744846651;639.469379809632;629.70672043899;645.852284994487;642.597633321955;663.538585993394;659.13781362599;665.75258245317;669.93882702489;685.897683667689;688.568906812988;697.043905329721;713.626991389838;719.201360038647;717.999999999994;722.516582965405;730.861555792798;736.686819485449;738.6123598721;746.299115687897;756.806664055768;769.441190529632;779.006677708675;780.181413135579;788.270403715894;809.196094921612;820.999999999989;828.292492138578;835.051007978824;847.405690790839;848.299999999989;853.567221012739;855.351529783247;865.453982202873;888.699999999993;891.934152544819;900.613285523811;936.687413545632;948.099999999993;966.072900619797;981.050299932942;1003.92875846993;1025.09999999999;1023.53976707828;1030.13592801145;1039.98995408431;1034.69999999999;1018.80673489735;1004.68928770792;1000.3263979993;998.999999999991;983.989495091629;998.625258364198;1011.0792119991;1010.09999999999;1003.54246353012;1000.15787632607;992.53395407655;969.499999999998;974.333664206017;969.618182498923;983.553587443554;985.588858907178;983.106182269054;995.299239515252;1010.23919570074
"72";"SH";204.140414041404;208.135013501341;216.145702342701;219.318507762788;222.607677309155;224.113411341131;231.645643826067;235.553467332642;238.423501571012;240.091809180903;249.289898869259;253.520677242398;252.892628854621;256.070207020697;261.531797154204;270.287645320509;270.345598614587;272.048604860477;279.818859114327;284.628194610062;287.697430087289;288.027002700264;293.832908958045;295.587238177926;296.381161985104;295.272727272686;299.335657425719;299.147199078791;285.710447335289;276.320432043194;278.872993319275;261.5883356218;259.084418823248;257.368136813658;253.505888757978;248.416756642646;247.289431051133;238.415841584149;233.782124400693;228.162633562115;231.832154566248;224.186110918822;228.517511297441;228.657898460828;231.588097230789;224.124073945943;232.08765628001;246.965358063087;231.051482076885;224.062036972987;224.27892363685;223.248876289957;228.697623357646;223.999999999986;218.244397749619;221.745147120977;209.54654415742;189.086645894802;177.601115593831;149.745074234017;141.369703196472;130.186731824126;128.801395435007;127.538338840803;110.85274064033;89.8000000000194;77.473969704374;80.2815891815466;83.6305564548725;81.4000000000429;75.6157731323383;82.5654661790721;82.1372651121001;73.2999999999788;79.1291820010481;78.0779450363279;74.5108927967947;66.5000000000084;60.9506179618261;68.4583641424759;67.3445252305855;65.0999999999754;62.9444141258244;71.2967958232537;66.0187243321143;67.4999999999641;63.9819543723992;58.6075360123496;64.6907871326032;61.0000000000733;62.8579758993775;59.4374652147167;68.7039144081076;57.8000000001242;58.2667023014041;63.8290228303654;65.6371565473889;68.7000000000793;68.5975692285903;68.4168558726731;68.7806708667443;68.4261436369273;69.9790578202277;73.3924438659887;75.1003310299876
"73";"SH";120.94448228374;121.386075109948;121.156750573468;122.199231027139;122.660171948388;123.152446414779;122.766532902422;123.622513316543;125.030583579053;124.918817719611;124.59408593939;125.399133699605;126.163753688013;126.685189024442;127.056099897917;127.034959090958;128.603841404639;128.451560329273;130.030074330056;130.371370215027;130.327793502762;130.217931634105;131.676308322486;134.292129989703;132.746741273738;129.9451831238;130.283101267304;129.173257841945;128.627028180019;123.555075168087;122.491209357995;119.62788056381;117.739610546205;117.164967212373;115.133579894338;114.486298186699;113.088361813049;110.77485925666;109.222943030812;109.086908003663;108.450812826375;106.471427266598;108.228142755649;107.35175346308;109.45710031927;108.428023173489;108.450488740542;108.543312323736;110.383979780485;110.384619080378;110.884812727525;112.827752328311;114.524739719942;112.341214987269;110.473304117222;108.346658180611;106.166096514283;103.169830406682;101.032401587428;99.217115177162;97.3801074862776;97.5309038896301;101.222750634707;107.59141818053;115.030236575836;119.7;129.245100208293;134.395700176178;140.604876959736;144.4;143.116497703824;136.206148362924;135.021699455177;131.400000000001;127.811666242837;128.209849051327;124.826166645082;124.000000000001;127.704426417208;130.887719463344;137.508339959893;139.800000000001;120.369165062784;101.306762976432;81.0305450382499;64.8999999999999;58.7829291024525;65.4569597220463;66.6767769800325;63.8999999999998;67.8130230498316;65.0452626612077;68.4047798489289;67.6000000000007;91.0504427200567;115.823555305233;145.643352730665;169.100000000001;171.959064480488;170.958851350128;164.823825116377;164.582194860319;165.40952324409;168.288326534227;172.449131478691
"74";"SH";132.168258136711;133.708262132623;134.432238303373;136.670240705557;138.285050551564;139.868278116266;140.58486137396;142.574134963797;145.127262228255;146.028294099911;146.795798192949;148.801301603869;150.692777117541;152.188310083556;153.739255546666;154.745241360828;157.457826842048;158.348326067199;161.230548644911;162.793468540876;163.828670709774;164.508342050844;166.648742800689;169.767573033466;168.191072126948;165.047071363902;163.335832207256;159.852662014605;156.867511308304;148.721940665199;145.36091601238;139.848646213213;135.356231452247;132.396809966493;127.70527696582;124.66828694703;120.869838973732;116.071679267789;112.339968552461;110.226936174591;107.794706995868;104.410512831775;105.93967608464;105.081270762293;107.658429061078;106.741239183836;106.926933697151;107.050048385835;109.053672061919;109.071965535898;109.242560601754;111.144448228352;113.06416423111;111.402691887959;112.855633944984;114.667969594908;116.643556524381;117.764328870411;119.489938173539;121.328792292427;122.604202561565;124.537632628901;123.44176430099;123.495367111318;123.500626647627;118.7;115.162572386575;105.732371508875;98.1125430634258;91.1000000000003;91.9836001060429;90.334545625664;96.5814607875432;101.200000000001;106.242424110743;115.657622563429;119.790381303811;123.199999999999;118.410728743548;109.78618092449;104.633806023233;98.5000000000018;96.3326522048839;98.9117085592689;101.273684627192;107;104.999641740744;115.255522616003;119.010313910016;117.500000000001;123.132791708526;120.650424538928;124.549012744399;122.2;124.175167498643;126.082488928861;133.769169611498;136.499999999999;138.807878779339;138.000492071509;133.048208920078;132.853161433668;133.520993038545;135.844805274522;139.203468047552
"75";"SH";26.4097254258024;26.3419468430369;26.2016935978414;26.2646898060869;26.1709331292757;26.070832511975;25.8272855475946;25.849061547987;25.9877517325592;25.7997181809131;25.5784883148752;25.6001103529844;25.6015360928339;25.5286038498509;25.4642136565938;25.2944502659318;25.4601070171539;25.2574895187891;25.4292301948404;25.3407437635733;25.1702321519514;24.986375187727;25.2122899643489;25.724005253312;25.4331098084272;25.0880430618754;25.6319155809399;26.0690991047452;26.6943436539802;26.3080575516542;26.779300891878;26.7983937670536;27.0109253267447;27.5280720414332;27.7254334429568;28.2493236421035;28.6116452867712;28.748086531212;29.02284423171;29.5637275795855;29.963037661546;30.0164047621021;30.6984359590855;30.7591268298956;31.4409124802293;31.4296342163257;31.6781647021055;31.9370456304818;32.5798966833294;32.8428636705492;33.1628768108545;33.8160481146006;34.4334684899464;34.2560931247728;34.5097656375168;34.7456566140616;34.9706086440802;35.0040620831819;35.1388285697291;35.3105087993325;35.4189731092995;35.7520310415911;35.6497483938312;35.9421720761269;36.4669447412239;36.5;37.7504747876936;38.1398960317448;38.7251436696616;38.7000000000001;38.451092173261;36.918532954061;36.6518894811668;36.1000000000001;36.0917733744729;37.1758522047955;37.4177058037263;37.8;37.0112448464868;35.7215125342138;35.2536684580057;34.7000000000001;35.1820398464177;36.619377679835;37.9284342238219;39.7000000000004;39.4973751422419;41.5219290295446;42.1732175575149;41.6999999999999;42.4214735723756;41.4824427814487;41.7942639698174;40.8999999999999;40.9852551102688;41.0859651307951;42.3321638097411;42.6000000000001;43.3202610695965;43.0682854377022;41.5227377289039;41.4618657661122;41.6702879373048;42.3955216461152;43.4437196983573
"77";"SH";44.0494885848803;44.1854437965622;44.3949236143294;44.250600194772;44.590855304899;44.7292646432891;44.9203469153101;45.2078707527853;45.554866187218;45.273085490016;45.359552440995;45.4491983257723;46.0034983827278;45.8169063367434;45.9362446377122;46.0586719388669;46.4003170563615;46.3607271834704;46.4984045992783;46.9089508475148;47.1320604335808;46.9045480301969;46.9003875757136;47.8536181256817;47.7361573064404;47.0405032418781;46.7771191008207;47.1417042016826;47.0893072576791;45.9528615484245;45.979764979107;45.2823095502423;45.1427722474955;44.8652198549714;44.7162441869681;44.6143448928215;44.3801865153236;43.7775781615177;43.4704611520145;43.7290528125748;44.0489039801547;44.3841475674819;45.6578227127045;46.9663542926482;48.9298083090363;50.0733502717027;51.4365064499038;52.707341688436;54.4606744981647;55.7625529759219;57.3690890873414;59.0674749163676;61.4481758536297;61.451755680142;62.5797038219869;63.9093193746268;65.3232686644117;66.2860863204686;67.4036102002699;69.0183403955244;70.8877761665425;72.0187487660684;73.8413537658314;77.0334168981924;79.7421898673609;77.9999999999993;75.2868223105128;72.741331466215;70.7639470678039;68.6999999999999;74.0043472655999;81.7726288340691;90.2737921237548;93.5999999999995;94.9603896607405;96.746753975646;97.347128525865;96.1000000000003;98.4033691639296;101.445734417848;104.975972107221;105.900000000001;110.560126121513;117.709010868905;123.408835354928;127.8;129.6581970992;130.413442337787;133.173341498511;133.500000000001;136.000846246353;140.132629316473;144.286689084026;147.299999999998;147.936744496261;147.780888711262;146.978306758934;144.900000000001;144.8477240582;144.546345333121;143.861609701503;138.434416470908;137.705820532059;138.870148326713;140.749211015043
