"NOGA";"Canton";"1995 Q3";"1995 Q4";"1996 Q1";"1996 Q2";"1996 Q3";"1996 Q4";"1997 Q1";"1997 Q2";"1997 Q3";"1997 Q4";"1998 Q1";"1998 Q2";"1998 Q3";"1998 Q4";"1999 Q1";"1999 Q2";"1999 Q3";"1999 Q4";"2000 Q1";"2000 Q2";"2000 Q3";"2000 Q4";"2001 Q1";"2001 Q2";"2001 Q3";"2001 Q4";"2002 Q1";"2002 Q2";"2002 Q3";"2002 Q4";"2003 Q1";"2003 Q2";"2003 Q3";"2003 Q4";"2004 Q1";"2004 Q2";"2004 Q3";"2004 Q4";"2005 Q1";"2005 Q2";"2005 Q3";"2005 Q4";"2006 Q1";"2006 Q2";"2006 Q3";"2006 Q4";"2007 Q1";"2007 Q2";"2007 Q3";"2007 Q4";"2008 Q1";"2008 Q2";"2008 Q3";"2008 Q4";"2009 Q1";"2009 Q2";"2009 Q3";"2009 Q4";"2010 Q1";"2010 Q2";"2010 Q3";"2010 Q4";"2011 Q1";"2011 Q2";"2011 Q3";"2011 Q4";"2012 Q1";"2012 Q2";"2012 Q3";"2012 Q4";"2013 Q1";"2013 Q2";"2013 Q3";"2013 Q4";"2014 Q1";"2014 Q2";"2014 Q3";"2014 Q4";"2015 Q1";"2015 Q2";"2015 Q3";"2015 Q4";"2016 Q1";"2016 Q2";"2016 Q3";"2016 Q4";"2017 Q1";"2017 Q2";"2017 Q3";"2017 Q4";"2018 Q1";"2018 Q2";"2018 Q3";"2018 Q4";"2019 Q1";"2019 Q2";"2019 Q3";"2019 Q4";"2020 Q1";"2020 Q2";"2020 Q3";"2020 Q4";"2021 Q1";"2021 Q2";"2021 Q3"
"86";"SZ";1569.68960342005;1584.50403818751;1588.37690765976;1595.79743052922;1618.42336620897;1643.76177725731;1662.29433887298;1680.69291287695;1699.05661427473;1703.0195163271;1719.8263113331;1739.58532711815;1748.96547940722;1762.2772553969;1768.49680965601;1793.7998368694;1808.93347524723;1821.5349944667;1837.19628727159;1856.78652897236;1874.77393519761;1880.79273353645;1905.39758027423;1889.43574856465;1911.99266676246;1934.27736151537;1939.75351692613;1950.68485312301;1968.50815722627;1970.44265622158;1968.77313439917;1976.47766111732;2003.27003140215;2006.6079509278;1999.31945749484;2022.92287590256;2045.96913283712;2042.773245634;2056.98215336608;2056.42264867863;2085.48062686189;2088.75127692029;2097.69223898914;2113.73339851606;2144.54430307531;2164.1675179469;2176.36027286651;2201.38398012107;2221.61649927232;2239.58375897341;2261.69276263265;2284.75663562401;2307.83391996914;2315;2317.45793644465;2324.37917775292;2348.33352487562;2369.60697422531;2376.0815925792;2395.11598327925;2438.98380105081;2487.27603475099;2516.15308430897;2568.08456559451;2595.14931485202;2632.50000000007;2655.20268239822;2682.71324707732;2719.243836451;2756.60000000004;2797.78021411124;2848.16897665065;2896.76391389308;2932.40000000001;2936.48180736127;2902.86229528602;2947.25111074704;2982.69999999999;2984.982133861;2995.49117422411;3038.51346322411;3059.20000000002;3070.92060387426;3066.26400625859;3111.21755914258;3131.50000000003;3140.18843372901;3137.74973879862;3162.46295269933;3182.59999999998;3228.95990870144;3246.46227344869;3284.29008968486;3339.40000000003;3363.81989317737;3386.1321400633;3414.6072388136;3461.20000000001;3457.23837685508;3492.88260233817;3536.53429032824;3560.85662601973;3539.57068873169;3507.2385832396;3603.37889378298
"87";"SZ";1162.74474959612;1171.43480489623;1175.78023972973;1178.73749293754;1191.45817602694;1206.19502609667;1216.62419959258;1228.05880161473;1240.28870842866;1240.95524729711;1250.99702074906;1263.91255996827;1268.10422229092;1275.71546849755;1279.42845047689;1296.15383840821;1304.66758121922;1310.47568969801;1321.26310952976;1333.26332507525;1344.77219326497;1345.23591089845;1364.47041614077;1345.36473613333;1361.14065877757;1370.8263755126;1366.48082973773;1367.41404518629;1375.33812706051;1368.90757036784;1358.33511111562;1356.9459773294;1373.12461070297;1366.98876522305;1350.76232997487;1364.22014453295;1376.889348908;1365.06996007826;1371.75116122658;1364.05040372825;1385.97648913511;1385.42848266432;1395.53384927568;1414.87822672233;1449.48512383544;1472.61898844287;1489.90159228844;1516.26140546995;1538.52589885208;1559.80949422143;1591.04341360464;1620.69129359397;1646.28643871513;1646.99999999997;1639.05083298481;1627.08031923654;1626.35783421212;1621.10006615987;1604.82895590301;1597.97526417146;1602.13362079165;1594.01557002652;1567.81655175351;1580.21239210544;1611.09250430834;1613.2;1647.94616666069;1671.43159585744;1684.67480413954;1685.39999999999;1698.6011753696;1717.40265415291;1729.78091190547;1739.1;1746.41218539204;1762.49622265326;1794.33594244447;1818.19999999997;1838.43870660859;1850.71204258501;1882.97516453551;1878.29999999999;1898.90045402196;1887.20834436986;1899.22915318498;1917.8;1934.67432703283;1958.10267920337;2009.99668164299;2049.39999999998;2079.67128349879;2079.89771222778;2113.12794801568;2126.49999999998;2166.67288095629;2185.04359978709;2185.54437065335;2190.19999999995;2216.33890740171;2232.29947588213;2252.64568679774;2250.71827694471;2231.2617548286;2228.80800807234;2244.34391836947
"88";"SZ";339.385543899986;343.473535469662;346.811129071035;349.01005353953;354.149367219437;359.825501748338;364.341812373827;368.658004941305;374.295272641938;376.177468027009;381.579262041432;388.831703609029;395.568328880019;392.529434305687;392.150843834999;398.941843476684;404.263393801351;408.88140058436;414.475659957282;419.9170341958;424.655863885054;425.233366863041;431.191611791359;424.798233056347;425.204121435835;429.152033338117;423.878791219618;415.832492426339;407.675854665595;395.770800402348;384.213380367319;375.559075803924;372.178939254234;362.389567466571;349.947149840106;344.86531128033;339.615045475533;329.008334530813;324.829682106894;319.479359277946;327.920337449122;342.743762919069;371.628063887193;409.393170396488;455.111731124398;497.829175279374;535.386151386568;574.155927843053;612.243885329268;652.91458763968;701.596435352966;749.119596323292;790.37429205475;807.999999999995;804.568201403945;787.44791164008;765.277952432298;738.927214548343;708.420392712592;681.577268652122;655.740646215213;631.815139963081;599.981871419363;594.916537672646;590.722998289207;583.299999999975;583.219348289564;587.045508236195;601.965599806646;627.199999999994;636.281281923403;644.910449949284;641.282347468078;639.200000000007;636.312546261362;623.383756050607;616.559179617195;634.799999999991;631.698837723251;651.63183900954;687.522286655976;705.799999999998;736.963982613766;749.243104284201;764.238341931584;781.899999999991;790.13002542306;794.880412893861;809.400977328636;811.199999999986;810.319753404801;806.343422411052;801.817745580422;796.699999999978;802.681256321591;797.499646553746;797.990151260233;793.299999999992;809.706117791354;812.586360517365;809.624366353648;825.499099799919;828.953596527379;841.295072714743;844.158366971961
"90";"SZ";189.907086531761;187.028175911462;186.604320432801;181.418193573149;180.795880993376;175.512533430277;170.829541557623;166.404733021811;170.612151079272;163.996890949095;164.541461072479;161.775117999593;158.945912185669;152.481248467916;150.253378398887;147.532301106083;145.26593404215;140.965605986733;137.736113130167;137.035441468888;132.131977147158;129.449963505553;132.893061445979;122.477127487606;119.655710999683;120.055623586693;115.041710142936;117.858577243814;115.283504112179;117.025191354804;119.16060394045;113.662460857533;113.819138810454;113.994759122919;113.555418226486;112.740765690584;112.925625352046;110.964326891024;117.238019488401;112.252475443197;115.133588013629;110.121245103436;123.544065690138;115.726501278997;120.266554640413;115.840214648747;121.63248466549;122.140456006005;123.189130181529;121.55918419406;125.666461188312;126.265473706776;128.928241775238;127.278153739364;122.192226370343;128.597994157632;127.353851442693;125.015304135399;127.635521567555;131.648120370705;131.985930238046;122.911968473944;130.514400427529;136.186827403749;137.319672006905;125.599999999995;132.450933367529;142.657972085348;144.421055301811;136.099999999997;138.718846511481;145.979646696092;144.590315396337;142.299999999999;144.649640447872;152.519968519658;157.595881203853;145.599999999995;146.515551150665;150.329070031183;150.048755835084;141.79999999999;140.546172830682;143.202544684792;145.103274901626;136.799999999995;133.134347442683;134.829469969646;141.500787078213;134.899999999995;135.05209264144;142.520957368201;145.484355062324;151.699999999995;156.309448765039;168.517577408597;173.32092880411;160.799999999997;164.697512761115;161.095227813469;161.434276310959;160.024991876903;160.907866299115;159.293804437826;163.492163048829
"91";"SZ";20.2802975600746;20.8530281856137;21.436920443774;21.7543791108133;22.6987818534743;23.1439506877711;23.5709795634937;23.9751300694306;25.3063312389033;25.4348731899272;26.3864245072389;26.9766980144449;27.5552707762967;27.7257956920839;28.3664485408543;28.9529545996808;29.5938089006631;30.0167181942386;30.5627125395567;31.3890027871532;31.7390117500867;32.307640696396;33.5070034167361;33.1162908081866;33.4846887641137;34.0680831929304;33.7796993638536;34.2192385784841;33.9944130153987;34.2370856725984;34.600615540168;34.1302398526713;34.2740139193544;34.4060881522662;34.464261887277;34.4859589960374;34.63571177651;34.5750906319343;35.4535325555431;35.182112172882;35.9422762697024;36.0625291228498;38.546721538811;38.8840393130563;40.6892549196354;41.5052756475204;43.3545222994365;44.5814586543516;45.8823123915526;46.9480221721904;48.7540313273255;50.1588479470773;51.6528806763165;52.390768696861;52.3096443128301;53.2212363652732;53.1438711553345;52.9198643715382;53.3134172037462;53.8894468682697;54.0338685798391;53.0609444745254;53.8276273302373;54.1973725731976;53.8185215860609;51.6999999999997;51.2240648557283;51.0808269765165;50.3335612475452;49.2000000000002;50.4736454014152;52.9750885918872;54.8066694478789;56.4000000000006;57.8746764797741;59.5126613438898;60.507533775687;59.3999999999979;59.7334699585191;60.3865169137871;60.6820558951352;60.2999999999989;60.9219729122831;62.3060053001459;63.9615750978646;64.8999999999994;66.958884087226;69.3976558178201;71.4309507288829;70.2000000000012;66.7979866142363;62.5847020291283;57.2641357788766;52.5999999999988;48.9942822623872;47.1343746009307;45.146343441588;41.8000000000001;42.8131594117833;41.8767445435521;41.964880284815;41.5985364456138;41.8280398712884;41.4084640889384;42.4998284542365
"92";"SZ";0;0;0;0;0;0;0;1.15819297228185;1.3217093349319;1.47888272101357;1.63883679700609;1.79981245802594;1.96527107223956;2.13616393031588;2.31779412324711;2.49607258502582;2.65905143340069;2.79344513961041;2.8879638566928;2.99517180709876;3.1645601674874;3.45072634889927;3.90764327209479;4.89840729679331;6.80315434229038;9.99478238880884;14.8479824537734;20.8467018161181;27.4679703055557;34.1991629205913;40.5229695256855;46.5725116921001;52.4883250498057;58.4035434523563;64.4532241224299;70.5572005375963;76.6358904570122;82.6079239841255;88.3966639112011;93.6454689375376;98.010635419357;101.132826066717;102.664988998938;103.089397317173;102.912723582156;102.619292801626;102.70830563569;103.060142118918;103.563918342694;104.105759536334;104.576234534318;104.976949458949;105.314853491901;105.592226271158;105.813926334635;106.001181175865;106.162325383112;106.315249323576;106.477549508542;106.604730409788;106.65156836463;106.57238463524;106.333218851599;105.886545722621;105.190391662859;104.200000000221;102.88473764446;101.255180975926;99.3222921547548;97.1000000000856;94.6099408218636;92.1190126727638;89.8914408738213;88.2000000002226;87.3179247450871;86.983367780519;86.9324469982035;86.9000000002043;86.6380656771631;86.1985932052477;85.6346149611058;85.0000000003384;84.3550813057603;83.764503784117;83.2920410890376;83.0000000002818;82.960743132884;82.9589939894423;82.7795610907084;82.2000000001828;81.0106292081053;80.0139599071825;80.0078247058217;81.8000000000816;86.1986327039499;92.4713382368043;99.8820730562886;107.700000000118;110.310460972587;107.897736539366;108.124823126305;107.180918066926;107.772246271356;106.691186181425;109.503146519768
"93";"SZ";187.970513172953;188.115552149167;189.256861054187;187.156822724018;190.298765674165;188.695708054021;187.09027799871;185.574847280253;192.90850018025;189.275863958873;192.699494497584;192.895886428477;193.186881781408;189.856019863731;190.680786844547;191.015915330121;191.797455066337;190.436175768584;190.258500683784;192.589821980668;190.594076864952;191.016331673441;198.598106592819;191.971392287851;192.725103723876;196.486373062071;197.246544621051;205.881819360703;208.930991533199;216.62607090203;224.057290443864;224.133050237312;230.361681136614;236.765768741989;242.287753196849;247.370126696856;253.365230465431;256.905466581949;268.327564893263;267.937064242771;275.343034311743;274.066286987365;288.890227989716;281.420797804898;286.449110900494;282.290475089154;288.89047816753;290.065032648637;291.705101657686;290.51466319094;295.350946204481;296.545433998186;299.836761452822;298.738851292727;293.927730176701;300.839565294115;299.799123749228;297.425900840547;300.391732560862;304.654120478026;305.192295382214;296.112950420271;302.358722629803;306.746921315276;306.863753807989;294.8;306.224369982848;321.956321000733;329.314951275792;326.9;338.249437054564;354.636288185125;361.749762970396;366.999999999999;375.872651635865;389.97503837634;402.003014254356;398.799999999998;412.091987957093;430.203500367793;443.782652565503;445.299999999998;439.847236670062;434.60276769712;429.006408816201;419.099999999999;439.920176040794;472.194245756248;509.346992636625;526.399999999998;523.261935921136;520.562353736415;511.350644951124;505.599999999998;500.358945193826;503.813868610403;500.253923823923;479.9;491.531942624755;480.781093455756;481.792967671834;477.587024886364;480.221921871561;475.404830533049;487.934633377704
"94";"SZ";645.675855975369;644.778069505193;635.608944949729;633.200718303526;635.600611565982;641.186923624485;638.943694714607;629.582835621393;641.077209721155;637.595777743777;634.154297699494;632.362445060688;641.07290267825;634.00463186307;624.893575159896;626.565627708254;631.715438785906;630.413485982363;630.771231694765;631.859377458284;633.486245033806;626.822340101655;620.660333774788;622.443159272269;624.395195312258;623.193152421363;617.689508975615;632.898881556711;637.670269136896;619.449839342322;611.141075355876;612.587642188858;620.729274928957;615.706526263278;621.649382921336;618.973629621738;620.012659074442;611.963213184234;609.524887618859;608.447076056352;612.651974208027;608.078852817506;601.331328376106;601.194185144131;604.979885838636;603.771350587712;607.719785602147;602.910082301106;601.449849121864;599.463848357919;596.965181152893;597.589805030843;600.217653135088;595.156346128128;601.301723600153;615.379321978347;627.539803014491;626.484197880222;641.036078686005;650.357147471991;664.415158313702;671.544485058634;673.668906538955;692.355791688734;706.039439226565;722.4;729.7990624169;733.650560420725;736.725509947197;742.400000000002;739.358051284671;745.077347068101;733.878870919203;739.800000000002;754.977605948483;803.58507657095;818.602705599146;842.8;843.325863975776;846.16015207039;829.287359663796;834.500000000003;826.814035763524;837.750399089908;850.969952977679;865.700000000002;865.927277046876;847.994972470249;862.828019205638;857.000000000001;861.740120239228;874.596449705609;889.01598428245;895.700000000002;896.257471323368;900.239908319249;876.600947052532;876.3;861.383960441059;853.271090144367;859.163878594975;861.189930658179;851.99517108105;861.508693872911;868.64361941571
"95";"SZ";77.4977786317633;77.1150008497675;75.8217708668339;75.2895887668956;75.2781295467804;75.5838897217843;75.0561707373733;73.6386663752574;74.718656552304;74.0527785938011;73.3048038364476;72.8152330180162;73.6155773228851;72.521667465818;71.2163498159826;71.1567468685991;71.4707601698299;70.9905563378348;70.7581377114065;70.6095669991032;70.523578704465;69.4594452098517;68.5004946833629;68.5096803969672;68.5486376677899;68.2375007519422;67.5567682740173;69.3958938808425;70.0244733226735;67.943056304253;66.9857344418207;67.2141708235963;68.2342156504243;67.6486118565638;68.4719188091524;68.2092471873918;68.3350265810785;67.3541674088749;67.1496745531613;67.1356253188231;67.7987893491644;67.5017671256011;67.0750778907908;67.5412092678148;68.5427611119504;68.9754993355731;69.952574736231;69.8804285497821;70.2061702586029;70.4492315455447;70.5911947267084;71.1274066849557;71.9730747866372;71.9229637555168;72.6652204524072;74.3980410584573;76.0146917940284;76.1633627225799;78.3468874081887;79.9330903833044;82.0229881403804;83.104228724683;83.1758969957669;84.9968742812908;86.0465435645975;87.3000000000002;87.6918602848754;87.5582566070186;87.2084826964094;87.0999999999997;86.1369389311946;86.2528175898305;84.3842008153365;84.3999999999998;83.9057427589127;87.1627894536859;86.3016141081902;86.5999999999997;85.6749196190747;85.1279203957367;82.2425956971603;82.1;79.9703215441763;80.1466756570694;80.5223564003761;80.7999999999997;79.3421646761258;75.4577255812447;75.4975766458558;73.4;73.0626480304296;74.0700530617326;75.3453563200937;75.5000000000001;74.6269764756329;73.9561771282614;70.0421399905946;69.2999999999997;68.1204022122163;67.4788160983732;67.9448325763227;68.1050578507492;67.3779132214043;68.130266444588;68.6945142365725
"96";"SZ";520.726607866828;520.109587521278;513.03139718159;511.494062097956;513.550299973219;517.641506139108;516.16684356913;508.563374232309;517.728278576666;515.173424756943;511.894624020791;510.507546326176;517.955818952996;512.70534337477;506.091287239622;507.716569857353;511.687007355691;510.23726199259;510.587101115203;511.544350164216;512.942262428272;507.769180610425;503.296485848628;505.33293220057;507.5317877231;507.306415351269;504.523153203227;518.724715222016;524.872021269641;512.859598461161;508.289857436475;511.71586194402;520.466319295638;518.412781571044;526.093376015066;526.328244208549;528.949358187187;523.965964680931;524.263578824424;525.796245957738;531.761762354787;530.960839559746;528.56375260793;531.966705295701;538.996533628013;542.280789745282;549.243786386258;549.161495996978;551.716216361702;553.600739930812;554.662846291693;558.470469229401;564.624969049292;564.92069011636;570.056733869243;582.140743588743;593.884207838026;596.00458293116;611.681198219909;623.386158498156;638.704399783734;647.770229892407;651.265583098748;666.560361955978;675.95510254812;685.70000000001;688.832190478354;688.279141363522;687.32832455131;690.7;693.147288965203;704.717001502337;701.971403800104;707.80000000001;701.931622248468;716.970040872985;703.087177383244;699.200000000003;693.94919657291;694.640854891892;680.795901711859;684.600000000015;671.267036046436;672.457915860758;675.831284400015;681.400000000025;681.465915353048;666.972041518192;677.510941113662;669.099999999994;663.603672179452;664.234415959831;668.501758038212;671.700000000008;680.040435737943;696.538499127609;693.719967408872;710.499999999999;698.406143892927;691.82826605908;696.60611176735;698.248825439502;690.793756764904;698.507277184414;704.292241920416
"5";"OW";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6";"OW";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"7";"OW";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"8";"OW";35.045652173913;35.7140398550748;36.1538213119505;37.97706979213;39.279037363545;38.3875905797114;39.194530859336;40.5095449500677;40.8191021758538;41.0611413043485;42.1509079350907;42.8723559265402;43.8300106877281;43.7346920289872;44.2245653722937;45.8517181654931;46.3393188010767;46.408242753625;47.3114653572402;48.3875521370409;49.2074505108648;49.0817934782641;49.1765930524957;50.5390990497308;51.2226258839734;50.9975543478325;50.5319878062275;51.1729722673543;51.0865556346567;50.6399456521799;50.343275180877;50.5301301306907;50.7108905015711;50.2823369565286;49.7526523293234;50.5913205579091;50.6678959354535;49.9247282608715;49.6332696662468;50.1237706091691;50.0027757226414;49.4521739130466;50.5382640140904;48.7675107620661;49.169872065509;48.6347826087011;48.6383194772329;49.3048735853089;48.7716822922019;47.8173913043525;46.7936530087056;46.699581439328;45.883851996294;47.0000000000019;48.4389018578098;51.9803534954003;56.1207698908745;60.1479061682191;64.9915356838936;70.1606046361396;75.7498532875735;80.3298414753297;85.1400360489063;90.3544002004618;95.1120352179535;97.8000000000063;99.8672611764532;100.41929040632;101.388808193247;100.399999999999;102.102362871434;104.25720526709;105.775039272233;105.600000000001;104.539969450365;102.777373227685;101.005896529613;99.3999999999984;100.899670948357;104.781521039133;108.300246343206;111.200000000004;113.765179753896;114.994882432358;116.447952080818;117.699999999997;120.072093897448;122.286351689743;124.011661105751;124.200000000006;122.711837607588;120.723723900657;118.908407126323;118.200000000003;120.858656833183;124.294142654402;129.273560306742;132.200000000001;133.617702474049;133.481675584215;134.575936342435;129.96613618695;134.929606256003;128.321722229845;126.946339232635
"9";"OW";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"10";"OW";443.608342170378;443.511458701547;437.117652052877;442.34415530321;445.024541457825;443.123924826207;441.119452090847;448.624702378395;455.560169837777;442.736390950872;440.293569679494;449.554250961551;448.532618165686;442.348857075537;437.939008753666;438.059901897932;441.492528715576;441.961323200194;436.200000036106;444.613379005282;441.583880422527;441.573789324853;428.33224123723;435.743575164171;445.029656198417;445.175326970669;458.51732747691;462.225642208883;471.720603858012;460.744079179932;460.266915078972;467.928561709121;474.241945255078;476.312831389186;474.037581413145;479.591783626727;490.685704434049;491.881583598449;497.742119188041;497.748404040697;503.931979406026;508.822905620371;497.12034182245;511.960276251928;523.099995169121;529.881937080244;534.80377078681;542.048278460652;546.292817503654;550.940968540128;557.530873745036;565.137636474993;568.932980223893;572.000000000012;574.413099971362;583.292533721341;592.635866600203;590.150641552565;590.82058453772;599.392481387647;610.512788857569;615.417730849979;615.926135045222;620.869400343871;624.472724734435;619.200000000007;616.738278276822;615.118265427898;611.661176113585;605.100000000013;610.343448696581;617.413660126985;634.230801928642;641.700000000014;643.898916300206;650.785648547806;659.934737630665;659.300000000003;660.597703853329;662.526483840463;664.692151736582;665.700000000009;662.463963460166;671.29647444633;672.421660006428;678.999999999999;675.828392162177;669.536656807441;670.846342780196;662.600000000006;660.998002005931;662.100948321535;671.180729829534;670.100000000002;674.282452964387;669.428180877558;676.277997032321;666.200000000009;669.534911154608;669.554032354869;670.098986562305;674.059682452716;658.758376516643;666.268662491855;672.930662491855
"11";"OW";4;4.01249999999984;3.96260769141866;4.02203362268881;4.0621148638132;4.06250000000049;4.06110898092122;4.14342439979049;4.21785968671556;4.11249999999942;4.10482373100376;4.20247796267067;4.20602542615407;4.16249999999998;4.13542409923524;4.14984377979605;4.19442967256764;4.21250000000119;4.17578287827589;4.26693925507647;4.25322364194121;4.26250000000152;4.14123626249493;4.18460125183789;4.20774429307196;4.09375000000304;4.0262309092036;3.82107572890288;3.64006706976177;3.26875000000196;3.01024660276286;2.8374818894807;2.65926400741351;2.44375000000175;2.18352850581887;1.99140842515585;1.84887340955507;1.61875000000069;1.43586842673095;1.21119856469985;1.06040342508668;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"12";"OW";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"13";"OW";28;27.1750000000001;26.2090722188574;25.4628600455151;24.395977665192;23.8749999999999;23.4305626295114;22.9845189902079;22.1982118929277;20.5749999999999;20.0744053810754;19.3551227020795;18.6560666677144;17.2749999999999;15.7792680443231;15.0388469287911;14.4148856827601;13.9749999999999;12.9725391290198;12.1527694814785;11.7486168580551;10.675;9.94392040371665;8.87978661902223;8.38963449045848;8.21875000000007;8.29076147545061;8.05209785732304;8.31433570040719;8.29374999999998;8.44676187527878;8.59035715406849;8.33968885289188;8.36875000000008;8.44119109849698;8.39040607750826;8.55426459939303;8.44375000000019;8.38805690894673;8.78433726678321;8.56247385008015;8.3384615384614;8.08604781412597;7.6264138288809;7.59335937802448;7.69230769230783;7.4886432092219;7.39431261699978;7.32760265458128;7.04615384615388;7.05848076117852;6.93255700366921;6.94403004031056;6.40000000000026;6.74606688636022;6.02962351457023;6.21112592118108;6.37327615787541;6.50867420436473;6.56616829886366;6.48631333012936;6.35671904380802;6.83503302186778;6.85466940670318;6.63945770033596;6.39999999999998;6.3494948526931;6.65305323481837;6.50725956496897;6.59999999999948;6.71555322075096;6.69208310459495;6.6704140549662;6.60000000000006;6.52112485739893;6.69225056776093;6.65870484720932;6.60000000000003;6.61890039381546;6.61751761974092;6.57332171269869;6.59999999999981;6.29493857010944;6.37263503935858;6.59938326059303;6.6;6.55784816936219;6.52576321403297;6.72798101183859;6.59999999999981;6.6484868906697;6.63969496067092;6.56002555264722;6.59999999999995;6.41338452600137;6.38934253076829;6.48571500706353;6.60000000000005;6.56020480170621;6.48020041085799;6.44599413508136;6.41841176747327;6.35895184180406;6.4359547742634;6.3827047625022
"14";"OW";3.2;3.38333333333369;3.47415477227341;3.66316520849181;3.85307467504754;4.11666666666772;4.36415692605711;4.59442557114497;4.77378357659061;4.85000000000094;5.06968212755573;5.26622844554824;5.46621530494304;5.58333333333477;5.68380828576303;5.8756761271722;6.08348596079186;6.3166666666679;6.48672611677481;6.67708487983537;6.9101920037847;7.05000000000111;7.21417448779559;7.28895426515632;7.35041330988807;7.33125000000153;7.18037334992405;6.88504004002061;6.5926537335736;6.25625000000162;5.97959931701496;5.72595649126253;5.43649704021176;5.18125000000134;4.92018344388338;4.63960663653677;4.3860851674732;4.106250000001;3.84598071740386;3.67388330129941;3.48250059098451;3.36923076923212;3.35549106343787;3.38613074398827;3.50540565685502;3.64615384615525;3.72443538880536;3.79995306073088;3.87263615822891;3.92307692307754;4.02283348757716;4.10785589654622;4.19925640494411;4.20000000000146;4.26897639032847;4.18422619399511;4.19433892083712;4.20000000000052;4.21277267975888;4.22099572112424;4.21391229263708;4.20000000000062;4.25783590426015;4.25915909069751;4.23158140607819;4.19999999999993;4.1871608651655;4.21666172299034;4.19295405449754;4.20000000000174;4.213665322058;4.21136157911976;4.20885918895859;4.19999999999935;4.1903116686502;4.2109313096108;4.20698320586445;4.1999999999999;4.20179771476268;4.20138343305274;4.19627921346064;4.20000000000161;4.163327116318;4.17271072430327;4.19998143009825;4.20000000000413;4.19544024594626;4.19184014821643;4.21599732453067;4.19999999999972;4.20584017759484;4.20481642498079;4.19519082407521;4.20000000000262;4.17736453173162;4.17454358519643;4.18636976853653;4.20000000000024;4.17467578290416;4.12376389781893;4.10199626777925;4.08444385202865;4.04660571751188;4.09560758362237;4.0617212125016
